,shipment_id,send_timestamp,pick_up_point,drop_off_point,source_country,destination_country,freight_cost,gross_weight,shipment_charges,shipment_mode,shipping_company,selected,shipping_time
492,S117737,2019-11-28 08:24:38,A,Y,GB,IN,91.85,220,0.75,Air,SC3,Y,5.34965
493,S118727,2019-07-28 18:16:57,A,Y,GB,IN,85.51,185,0.75,Air,SC3,Y,5.38032
494,S118735,2019-09-13 18:55:15,A,Y,GB,IN,88.09,687,1.05,Air,SC2,Y,5.0309
495,S118738,2020-01-15 11:45:03,A,Y,GB,IN,91.8,2008,0.9,Ocean,SC1,Y,29.89618
496,S119727,2019-07-28 18:18:32,A,Y,GB,IN,85.26,185,1.05,Air,SC2,Y,5.17245
497,S119737,2019-11-28 09:54:24,A,Y,GB,IN,91.8247,300,0.9,Ocean,SC1,Y,9.12778
498,S120717,2019-05-19 21:06:23,A,Y,GB,IN,88.71,310,0.9,Ocean,SC1,Y,33.79433
499,S120727,2019-07-28 18:23:54,A,Y,GB,IN,85.61,185,0.75,Air,SC3,Y,5.37708
500,S120735,2019-09-14 04:56:26,A,Y,GB,IN,87.56,229,0.9,Ocean,SC1,Y,7.05856
501,S120736,2019-10-10 14:45:32,A,Y,GB,IN,86.91,605,0.75,Air,SC3,Y,5.10382
502,S120737,2019-11-28 10:00:33,A,Y,GB,IN,91.8247,400,0.9,Ocean,SC1,Y,19.17049
503,S121717,2019-05-20 02:52:39,A,Y,GB,IN,89.86,580,1.05,Air,SC2,Y,5.13738
504,S121727,2019-07-29 04:57:50,A,Y,GB,IN,85.02,655,0.75,Air,SC3,Y,5.04317
505,S121735,2019-09-14 06:42:52,A,Y,GB,IN,88.58,710,1.05,Air,SC2,Y,5.28611
506,S121737,2019-11-28 11:16:18,A,Y,GB,IN,91.86,450,0.9,Ocean,SC1,Y,9.69653
507,S122717,2019-05-20 03:50:26,A,Y,GB,IN,88.62,95,0.75,Air,SC3,Y,5.15127
508,S122737,2019-11-28 11:19:35,A,Y,GB,IN,91.86,110,0.9,Ocean,SC1,Y,9.71933
509,S123730,2019-08-14 10:09:25,A,Y,GB,IN,85.87,500,0.75,Air,SC3,Y,5.3184
510,S123738,2020-01-15 13:04:37,A,Y,GB,IN,91.88,1006,0.75,Air,SC3,Y,5.32523
511,S124729,2019-08-07 16:09:56,A,Y,GB,IN,85.94,297,0.75,Air,SC3,Y,5.09514
512,S124736,2019-10-10 17:00:44,A,Y,GB,IN,87.6,806,0.9,Ocean,SC1,Y,32.08843
513,S124738,2020-01-15 13:05:50,A,Y,GB,IN,91.8,1000,0.9,Ocean,SC1,Y,20.45718
514,S124739,2020-04-20 14:04:36,A,Y,GB,IN,94.85,555,0.75,Air,SC3,Y,5.04352
515,S125705,2019-03-03 11:41:10,A,Y,GB,IN,93.7,1106,0.9,Ocean,SC1,Y,9.86921
516,S125711,2019-04-11 10:41:42,A,Y,GB,IN,89.7,562.5,0.9,Ocean,SC1,Y,19.45625
517,S125722,2019-06-24 11:08:59,A,Y,GB,IN,88.69,155,0.75,Air,SC3,Y,5.03472
518,S125724,2019-07-07 11:37:42,A,Y,GB,IN,85.3,65,0.9,Ocean,SC1,Y,19.84514
519,S125730,2019-08-14 10:10:28,A,Y,GB,IN,85.15463866,500,1.05,Air,SC2,Y,5.29977
520,S125737,2019-11-28 12:40:26,A,Y,GB,IN,91.8988,220,0.9,Ocean,SC1,Y,30.28079
521,S126717,2019-05-20 08:37:10,A,Y,GB,IN,88.24,305,0.75,Air,SC3,Y,5.05544
522,S126723,2019-07-01 11:39:08,A,Y,GB,IN,86.7,2000,0.9,Ocean,SC1,Y,29.85509
523,S126736,2019-10-11 01:51:49,A,Y,GB,IN,87.65,1722,0.75,Air,SC3,Y,5.38194
524,S127725,2019-07-13 14:02:38,A,Y,GB,IN,85.89,505,0.75,Air,SC3,Y,5.1706
525,S127730,2019-08-14 10:21:43,A,Y,GB,IN,85.5,305,0.9,Ocean,SC1,Y,29.31748
526,S128711,2019-04-11 10:52:33,A,Y,GB,IN,89.7,906,0.9,Ocean,SC1,Y,19.5316
527,S128717,2019-05-20 08:43:36,A,Y,GB,IN,88.48,1367,0.75,Air,SC3,Y,5.15556
528,S128723,2019-07-01 11:40:41,A,Y,GB,IN,86.7,480,0.9,Ocean,SC1,Y,29.86586
529,S128730,2019-08-14 10:23:37,A,Y,GB,IN,85.5,305,0.9,Ocean,SC1,Y,19.33067
530,S128736,2019-10-11 07:01:24,A,Y,GB,IN,86.8995,580,0.9,Ocean,SC1,Y,7.92639
531,S128738,2020-01-16 00:00:30,A,Y,GB,IN,91.8,550,0.9,Ocean,SC1,Y,25.00347
532,S129711,2019-04-11 11:00:31,A,Y,GB,IN,89.7,906,0.9,Ocean,SC1,Y,19.58692
533,S129722,2019-06-24 11:18:16,A,Y,GB,IN,87.74,1200,1.05,Air,SC2,Y,5.02836
534,S129736,2019-10-11 09:22:38,A,Y,GB,IN,88.4604,1648,0.9,Ocean,SC1,Y,18.90718
535,S129737,2019-11-28 15:09:50,A,Y,GB,IN,91.7,1000,0.9,Ocean,SC1,Y,11.31817
536,S130708,2019-03-23 22:13:25,A,Y,GB,IN,90.96,1006,1.05,Air,SC2,Y,5.22477
537,S130727,2019-07-29 09:03:26,A,Y,GB,IN,84.65,1506,0.9,Ocean,SC1,Y,18.77384
538,S130735,2019-09-14 09:00:35,A,Y,GB,IN,88.25,235,0.9,Ocean,SC1,Y,8.75405
539,S132702,2019-02-14 15:21:42,A,Y,GB,IN,90.7,105,0.9,Ocean,SC1,Y,11.40069
540,S132722,2019-06-24 11:23:08,A,Y,GB,IN,87.61,685,0.9,Ocean,SC1,Y,19.74398
541,S132736,2019-10-11 10:33:22,A,Y,GB,IN,87.99,500,1.05,Air,SC2,Y,5.3875
542,S132737,2019-11-28 16:00:15,A,Y,GB,IN,91.61,350,0.9,Ocean,SC1,Y,31.6684
543,S133708,2019-03-24 08:56:34,A,Y,GB,IN,90.92,305,1.05,Air,SC2,Y,5.38495
544,S133736,2019-10-11 10:41:56,A,Y,GB,IN,87.86,285,0.9,Ocean,SC1,Y,9.45787
545,S133739,2020-04-20 20:08:11,A,Y,GB,IN,93.9,107,1.05,Air,SC2,Y,5.32338
546,S134705,2019-03-03 12:01:18,A,Y,GB,IN,93.21,1000,0.75,Air,SC3,Y,5.12905
547,S134708,2019-03-24 10:11:10,A,Y,GB,IN,90.26,600,1.05,Air,SC2,Y,5.30532
548,S134736,2019-10-11 11:54:51,A,Y,GB,IN,88.8,105,0.9,Ocean,SC1,Y,19.96424
549,S134738,2020-01-16 15:01:28,A,Y,GB,IN,92.64,721,1.05,Air,SC2,Y,5.16354
550,S134739,2020-04-21 06:23:52,A,Y,GB,IN,94.6369,323,1.05,Air,SC2,Y,5.35
551,S135708,2019-03-24 10:36:45,A,Y,GB,IN,90.73965743,116,0.75,Air,SC3,Y,5.09583
552,S135729,2019-08-07 18:26:45,A,Y,GB,IN,85.21,118,0.9,Ocean,SC1,Y,32.68576
553,S135736,2019-10-11 11:55:16,A,Y,GB,IN,88.36,400,0.9,Ocean,SC1,Y,19.96713
554,S135738,2020-01-16 15:18:51,A,Y,GB,IN,92.52,305,0.75,Air,SC3,Y,5.17593
555,S135739,2020-04-21 06:24:21,A,Y,GB,IN,94.88,54,0.75,Air,SC3,Y,5.41725
556,S136729,2019-08-07 19:29:15,A,Y,GB,IN,85.65,64,0.9,Ocean,SC1,Y,13.11979
557,S136734,2019-09-07 13:38:49,A,Y,GB,IN,87.88,1006,0.75,Air,SC3,Y,5.22963
558,S136737,2019-11-28 16:47:57,A,Y,GB,IN,92.05,605,0.9,Ocean,SC1,Y,21.99965
559,S136739,2020-04-21 06:28:09,A,Y,GB,IN,94.81,531,1.05,Air,SC2,Y,5.3022
560,S137729,2019-08-07 20:15:34,A,Y,GB,IN,85.57,1500,0.75,Air,SC3,Y,5.02662
561,S137734,2019-09-07 13:40:58,A,Y,GB,IN,87.91,505,1.05,Air,SC2,Y,5.12998
562,S138729,2019-08-07 21:07:47,A,Y,GB,IN,85.65,796,0.9,Ocean,SC1,Y,23.80405
563,S138736,2019-10-11 12:42:07,A,Y,GB,IN,89.87,1808,0.75,Air,SC3,Y,5.00312
564,S138737,2019-11-28 18:40:04,A,Y,GB,IN,92.15,705,1.05,Air,SC2,Y,5.3875
565,S138738,2020-01-17 06:45:15,A,Y,GB,IN,92.64,105,0.75,Air,SC3,Y,5.22859
566,S138739,2020-04-21 10:08:08,A,Y,GB,IN,93.75,160,1.05,Air,SC2,Y,5.10162
567,S139729,2019-08-07 21:10:57,A,Y,GB,IN,85.61,500,1.05,Air,SC2,Y,5.15822
568,S139730,2019-08-14 10:53:18,A,Y,GB,IN,85.21,60,0.75,Air,SC3,Y,5.08137
569,S139736,2019-10-11 12:50:16,A,Y,GB,IN,88.93,281.03,0.75,Air,SC3,Y,5.09178
570,S139737,2019-11-28 19:26:20,A,Y,GB,IN,92.53,405,0.75,Air,SC3,Y,5.42176
571,S139738,2020-01-17 09:57:55,A,Y,GB,IN,92.45,1090,0.9,Ocean,SC1,Y,19.1522
572,S139739,2020-04-21 10:08:55,A,Y,GB,IN,94.4,163.5,0.75,Air,SC3,Y,5.39757
573,S140706,2019-03-08 16:54:09,A,Y,GB,IN,91.4,185,0.9,Ocean,SC1,Y,32.04271
574,S140737,2019-11-28 19:45:05,A,Y,GB,IN,92.52,605,0.75,Air,SC3,Y,5.04329
575,S140738,2020-01-17 10:03:46,A,Y,GB,IN,92.81,405,1.05,Air,SC2,Y,5.04306
576,S141704,2019-02-27 13:04:26,A,Y,GB,IN,94.93747241,11,0.75,Air,SC3,Y,5.26424
577,S141729,2019-08-08 06:06:05,A,Y,GB,IN,85.6743,605,0.9,Ocean,SC1,Y,7.54225
578,S141736,2019-10-11 13:48:39,A,Y,GB,IN,89.4,505,0.9,Ocean,SC1,Y,30.75451
579,S141738,2020-01-17 10:20:26,A,Y,GB,IN,92.30961439,65.22,0.75,Air,SC3,Y,5.26528
580,S142729,2019-08-08 06:17:58,A,Y,GB,IN,85.86,250,1.05,Air,SC2,Y,5.37454
581,S142736,2019-10-11 14:01:45,A,Y,GB,IN,89.72,1125,0.75,Air,SC3,Y,5.0353
582,S142738,2020-01-17 10:42:46,A,Y,GB,IN,92.45,1087.7,0.9,Ocean,SC1,Y,9.46366
583,S143735,2019-09-14 09:38:28,A,Y,GB,IN,87.9,1000,0.9,Ocean,SC1,Y,29.01713
584,S143737,2019-11-28 23:22:44,A,Y,GB,IN,92.919057,1658,0.75,Air,SC3,Y,5.37037
585,S144728,2019-08-03 11:44:54,A,Y,GB,IN,83.81,720,0.75,Air,SC3,Y,5.06655
586,S144735,2019-09-14 09:39:13,A,Y,GB,IN,88.67,1212,1.05,Air,SC2,Y,5.2772
587,S144736,2019-10-11 14:18:27,A,Y,GB,IN,89.4,183,0.9,Ocean,SC1,Y,10.96146
588,S145726,2019-07-20 17:27:38,A,Y,GB,IN,85.74,1500,1.05,Air,SC2,Y,5.3588
589,S145735,2019-09-14 09:46:29,A,Y,GB,IN,88.77836135,290,0.75,Air,SC3,Y,5.25903
590,S145736,2019-10-11 14:23:12,A,Y,GB,IN,89.4,184,0.9,Ocean,SC1,Y,30.99444
591,S145737,2019-11-28 23:28:28,A,Y,GB,IN,92.05,1658,0.9,Ocean,SC1,Y,24.78102
592,S145738,2020-01-17 15:46:30,A,Y,GB,IN,92.45,654,0.9,Ocean,SC1,Y,11.57292
593,S146713,2019-04-26 23:36:39,A,Y,GB,IN,90.2,605,1.05,Air,SC2,Y,5.07905
594,S146717,2019-05-20 09:51:41,A,Y,GB,IN,88.27,231.8,1.05,Air,SC2,Y,5.16898
595,S146726,2019-07-20 18:06:33,A,Y,GB,IN,85.65,1506,0.9,Ocean,SC1,Y,12.54549
596,S146730,2019-08-14 11:05:22,A,Y,GB,IN,85.31,30,0.75,Air,SC3,Y,5.10243
597,S146736,2019-10-11 15:05:57,A,Y,GB,IN,89.81,2008,0.75,Air,SC3,Y,5.05509
598,S146739,2020-04-21 13:33:14,A,Y,GB,IN,93.8,303.5,1.05,Air,SC2,Y,5.22454
599,S147726,2019-07-20 18:56:57,A,Y,GB,IN,85.65,1496,0.9,Ocean,SC1,Y,12.89549
600,S147729,2019-08-08 08:48:52,A,Y,GB,IN,85.85,705,0.75,Air,SC3,Y,5.22361
601,S147735,2019-09-14 09:49:43,A,Y,GB,IN,88.54,1156,0.75,Air,SC3,Y,5.20451
602,S147736,2019-10-11 15:16:10,A,Y,GB,IN,89.65,565,0.75,Air,SC3,Y,5.16296
603,S147737,2019-11-28 23:32:36,A,Y,GB,IN,92.64,996,1.05,Air,SC2,Y,5.10694
604,S147738,2020-01-17 16:08:46,A,Y,GB,IN,92.45,225,0.9,Ocean,SC1,Y,21.72755
605,S148705,2019-03-03 12:34:07,A,Y,GB,IN,93.45,1938,0.75,Air,SC3,Y,5.2456
606,S148723,2019-07-01 12:10:15,A,Y,GB,IN,86.7,800,0.9,Ocean,SC1,Y,30.07118
607,S148737,2019-11-28 23:37:40,A,Y,GB,IN,92.12,655,0.75,Air,SC3,Y,5.23924
608,S149713,2019-04-27 07:53:19,A,Y,GB,IN,90.58,150,0.9,Ocean,SC1,Y,8.28692
609,S149726,2019-07-20 22:50:30,A,Y,GB,IN,85.62,2000,0.75,Air,SC3,Y,5.10035
610,S149727,2019-07-29 09:42:13,A,Y,GB,IN,84.71,240,0.75,Air,SC3,Y,5.0228
611,S149736,2019-10-11 15:25:00,A,Y,GB,IN,89.27,350,0.75,Air,SC3,Y,5.39988
612,S149739,2020-04-21 14:36:24,A,Y,GB,IN,93.73,128.5,0.75,Air,SC3,Y,5.2728
613,S150717,2019-05-20 10:01:36,A,Y,GB,IN,88.72,105,0.75,Air,SC3,Y,5.19444
614,S150737,2019-11-28 23:58:18,A,Y,GB,IN,92.78,655,1.05,Air,SC2,Y,5.20822
615,S151722,2019-06-24 12:41:29,A,Y,GB,IN,88.45,400,0.75,Air,SC3,Y,5.26898
616,S151728,2019-08-03 12:09:28,A,Y,GB,IN,84.77,185,0.75,Air,SC3,Y,5.04595
617,S151730,2019-08-14 11:12:24,A,Y,GB,IN,85.5,305,0.9,Ocean,SC1,Y,19.66944
618,S152726,2019-07-21 07:23:57,A,Y,GB,IN,85.65,1174,0.9,Ocean,SC1,Y,8.08299
619,S152739,2020-04-22 10:03:07,A,Y,GB,IN,93.36,108,1.05,Air,SC2,Y,5.01956
620,S153714,2019-05-02 11:03:27,A,Y,GB,IN,89.63028966,558,0.75,Air,SC3,Y,5.12442
621,S153725,2019-07-13 15:00:54,A,Y,GB,IN,85.85,1171,0.9,Ocean,SC1,Y,21.25625
622,S153726,2019-07-21 08:00:09,A,Y,GB,IN,85.65,255,0.9,Ocean,SC1,Y,8.33438
623,S153736,2019-10-11 18:12:02,A,Y,GB,IN,89.65,283.9,0.9,Ocean,SC1,Y,32.58356
624,S153738,2020-01-17 17:49:22,A,Y,GB,IN,92.45,999,0.9,Ocean,SC1,Y,22.42616
625,S153739,2020-04-22 10:43:11,A,Y,GB,IN,94.09,58.5,0.75,Air,SC3,Y,5.29525
626,S154726,2019-07-21 10:08:21,A,Y,GB,IN,85.3,2000,0.9,Ocean,SC1,Y,29.22465
627,S154737,2019-11-29 09:46:18,A,Y,GB,IN,92.28,60,0.75,Air,SC3,Y,5.09838
628,S155706,2019-03-08 18:43:43,A,Y,GB,IN,90.33,185,0.75,Air,SC3,Y,5.38206
629,S155737,2019-11-29 09:52:45,A,Y,GB,IN,91.61,300,0.9,Ocean,SC1,Y,29.11632
630,S155738,2020-01-17 20:10:18,A,Y,GB,IN,92.65,500,0.75,Air,SC3,Y,5.24375
631,S156706,2019-03-08 18:46:46,A,Y,GB,IN,90.44,135,1.05,Air,SC2,Y,5.16181
632,S156719,2019-06-03 11:01:33,A,Y,GB,IN,87.78,180,1.05,Air,SC2,Y,5.21887
633,S156730,2019-08-14 11:35:10,A,Y,GB,IN,85.71,589.8,1.05,Air,SC2,Y,5.04977
634,S156736,2019-10-11 20:55:39,A,Y,GB,IN,89.65,285,0.9,Ocean,SC1,Y,23.71979
635,S156737,2019-11-29 11:27:57,A,Y,GB,IN,92.37,700,1.05,Air,SC2,Y,5.00382
636,S157706,2019-03-09 08:30:01,A,Y,GB,IN,90.87,665,0.75,Air,SC3,Y,5.32674
637,S157720,2019-06-08 16:51:48,A,Y,GB,IN,87.56,200,0.9,Ocean,SC1,Y,22.02639
638,S157736,2019-10-12 08:51:06,A,Y,GB,IN,89.65,125,0.9,Ocean,SC1,Y,8.68819
639,S157738,2020-01-17 23:12:07,A,Y,GB,IN,92.07,327,1.05,Air,SC2,Y,5.19988
640,S158706,2019-03-09 08:32:01,A,Y,GB,IN,90.75,806,0.9,Ocean,SC1,Y,18.55567
641,S158737,2019-11-29 11:43:34,A,Y,GB,IN,92.89,225,0.75,Air,SC3,Y,5.27616
642,S159712,2019-04-17 16:34:51,A,Y,GB,IN,90.84,1006,0.75,Air,SC3,Y,5.34398
643,S159736,2019-10-12 09:20:20,A,Y,GB,IN,89.21,449,0.9,Ocean,SC1,Y,8.8912
644,S159738,2020-01-18 09:30:55,A,Y,GB,IN,92.9,59.3,0.75,Air,SC3,Y,5.17569
645,S160706,2019-03-09 09:39:59,A,Y,GB,IN,90.75,615,0.9,Ocean,SC1,Y,29.02766
646,S160737,2019-11-29 12:06:53,A,Y,GB,IN,92.53,331,1.05,Air,SC2,Y,5.19317
647,S160738,2020-01-18 09:38:21,A,Y,GB,IN,92.15,59.3,0.9,Ocean,SC1,Y,9.01632
648,S161711,2019-04-11 13:03:39,A,Y,GB,IN,89.7262,2008,0.9,Ocean,SC1,Y,30.44201
649,S161712,2019-04-17 16:55:47,A,Y,GB,IN,90.04,60.4,0.75,Air,SC3,Y,5.1809
650,S161733,2019-09-02 16:56:57,A,Y,GB,IN,85.86,600,0.9,Ocean,SC1,Y,32.06215
651,S161737,2019-11-29 12:23:35,A,Y,GB,IN,92.38,355,0.75,Air,SC3,Y,5.12766
652,S161738,2020-01-18 09:49:22,A,Y,GB,IN,92.17,59.3,0.75,Air,SC3,Y,5.14329
653,S162706,2019-03-09 10:00:21,A,Y,GB,IN,90.57,612,0.75,Air,SC3,Y,5.39456
654,S162736,2019-10-12 10:09:54,A,Y,GB,IN,89.27,300,0.75,Air,SC3,Y,5.10637
655,S163738,2020-01-18 10:44:17,A,Y,GB,IN,92.82,2008,1.05,Air,SC2,Y,5.2588
656,S164714,2019-05-02 11:37:47,A,Y,GB,IN,89.9217,675,0.9,Ocean,SC1,Y,9.84572
657,S164715,2019-05-07 14:40:17,A,Y,GB,IN,90.99,305,0.75,Air,SC3,Y,5.30868
658,S164738,2020-01-18 13:09:46,A,Y,GB,IN,92.76,657,0.75,Air,SC3,Y,5.22894
659,S165712,2019-04-18 08:35:14,A,Y,GB,IN,90.41,405,0.75,Air,SC3,Y,5.2566
660,S165719,2019-06-03 11:19:21,A,Y,GB,IN,87.2,200,0.9,Ocean,SC1,Y,19.71771
661,S165735,2019-09-14 10:16:24,A,Y,GB,IN,88.25,205,0.9,Ocean,SC1,Y,9.28056
662,S165738,2020-01-18 13:21:45,A,Y,GB,IN,91.8,1090,0.9,Ocean,SC1,Y,30.56771
663,S165739,2020-04-23 14:19:42,A,Y,GB,IN,93.31,405,1.05,Air,SC2,Y,5.2419
664,S166710,2019-04-05 14:55:30,A,Y,GB,IN,89.75,300,0.9,Ocean,SC1,Y,11.21875
665,S166733,2019-09-02 17:03:27,A,Y,GB,IN,86.25,125,0.9,Ocean,SC1,Y,22.10729
666,S166736,2019-10-12 12:00:30,A,Y,GB,IN,89.65,1506,0.9,Ocean,SC1,Y,10.00347
667,S167715,2019-05-07 14:48:01,A,Y,GB,IN,90.96,505,1.05,Air,SC2,Y,5.07477
668,S167719,2019-06-03 11:25:01,A,Y,GB,IN,87.57,320,0.75,Air,SC3,Y,5.35845
669,S167739,2020-04-23 22:31:02,A,Y,GB,IN,93.94,217.07,0.75,Air,SC3,Y,5.40069
670,S168715,2019-05-07 14:50:43,A,Y,GB,IN,90.36,395,0.75,Air,SC3,Y,5.15625
671,S168727,2019-07-29 10:07:58,A,Y,GB,IN,84.9,505,1.05,Air,SC2,Y,5.05602
672,S168736,2019-10-12 13:04:55,A,Y,GB,IN,89.65,257.5,0.9,Ocean,SC1,Y,10.45081
673,S168737,2019-11-29 18:59:04,A,Y,GB,IN,92.75,555,0.75,Air,SC3,Y,5.19606
674,S168739,2020-04-24 00:10:44,A,Y,GB,IN,93.75508904,303.5,0.75,Air,SC3,Y,5.12257
675,S169719,2019-06-03 11:31:21,A,Y,GB,IN,87.72,235,1.05,Air,SC2,Y,5.1691
676,S169721,2019-06-16 15:54:24,A,Y,GB,IN,87.6,120,0.9,Ocean,SC1,Y,31.62778
677,S169724,2019-07-07 17:57:15,A,Y,GB,IN,85.51763816,505,1.05,Air,SC2,Y,5.07014
678,S169729,2019-08-08 10:10:25,A,Y,GB,IN,85.32,235.01,1.05,Air,SC2,Y,5.2162
679,S169736,2019-10-12 13:10:45,A,Y,GB,IN,89.76,257.5,0.75,Air,SC3,Y,5.02326
680,S169737,2019-11-29 19:00:29,A,Y,GB,IN,92.61,100,0.9,Ocean,SC1,Y,22.92002
681,S170733,2019-09-02 19:51:25,A,Y,GB,IN,86.42922251,1293,1.05,Air,SC2,Y,5.18866
682,S170737,2019-11-29 19:05:36,A,Y,GB,IN,92.45,105,1.05,Air,SC2,Y,5.17627
683,S171702,2019-02-14 23:40:51,A,Y,GB,IN,90.27,333,0.75,Air,SC3,Y,5.02245
684,S171724,2019-07-07 22:35:41,A,Y,GB,IN,85.66,857,0.75,Air,SC3,Y,5.17234
685,S171733,2019-09-02 19:51:27,A,Y,GB,IN,86.87,300,1.05,Air,SC2,Y,5.11852
686,S171737,2019-11-29 20:34:11,A,Y,GB,IN,92.49,1006,0.75,Air,SC3,Y,5.18472
687,S172702,2019-02-15 00:01:16,A,Y,GB,IN,90.92,78,1.05,Air,SC2,Y,5.25567
688,S172718,2019-05-28 13:35:33,A,Y,GB,IN,87.8,347,1.05,Air,SC2,Y,5.23252
689,S172733,2019-09-02 20:03:10,A,Y,GB,IN,86.8,300,0.75,Air,SC3,Y,5.2037
690,S172736,2019-10-12 15:54:01,A,Y,GB,IN,89.65,175,0.9,Ocean,SC1,Y,21.62512
691,S172738,2020-01-18 17:08:15,A,Y,GB,IN,92.4,305,1.05,Air,SC2,Y,5.19213
692,S173702,2019-02-15 08:35:59,A,Y,GB,IN,90.55,663,0.9,Ocean,SC1,Y,18.58322
693,S173721,2019-06-16 22:22:11,A,Y,GB,IN,87.6,205,0.9,Ocean,SC1,Y,14.32072
694,S173725,2019-07-13 15:44:07,A,Y,GB,IN,85.85,783,0.9,Ocean,SC1,Y,21.55637
695,S173733,2019-09-02 20:35:22,A,Y,GB,IN,85.86,950,0.9,Ocean,SC1,Y,13.57894
696,S173736,2019-10-12 17:45:23,A,Y,GB,IN,89.65,2000,0.9,Ocean,SC1,Y,32.3985
697,S174721,2019-06-16 23:25:23,A,Y,GB,IN,87.47,172.1,0.75,Air,SC3,Y,5.1456
698,S174724,2019-07-08 05:55:10,A,Y,GB,IN,85.47,240,0.75,Air,SC3,Y,5.01979
699,S174736,2019-10-12 19:26:27,A,Y,GB,IN,89.65,575,1.05,Air,SC2,Y,5.25567
700,S174738,2020-01-18 17:43:58,A,Y,GB,IN,92.15,505,0.9,Ocean,SC1,Y,32.38866
701,S174739,2020-04-24 23:01:27,A,Y,GB,IN,93.85,110.5,1.05,Air,SC2,Y,5.31157
702,S175711,2019-04-11 14:18:34,A,Y,GB,IN,89.8,205,0.9,Ocean,SC1,Y,10.96215
703,S175721,2019-06-17 03:59:54,A,Y,GB,IN,87.74,305,1.05,Air,SC2,Y,5.34745
704,S175724,2019-07-08 07:55:37,A,Y,GB,IN,85.6039,200,0.9,Ocean,SC1,Y,18.30289
705,S175730,2019-08-14 13:04:13,A,Y,GB,IN,85.19,160,0.75,Air,SC3,Y,5.07894
706,S175736,2019-10-12 20:33:47,A,Y,GB,IN,89.65,1400.3,0.9,Ocean,SC1,Y,23.56794
707,S175738,2020-01-18 17:46:39,A,Y,GB,IN,92.34,505,1.05,Air,SC2,Y,5.24329
708,S176711,2019-04-11 14:19:26,A,Y,GB,IN,89.8,206,0.9,Ocean,SC1,Y,20.96829
709,S176733,2019-09-03 06:09:12,A,Y,GB,IN,86.44,72,0.75,Air,SC3,Y,5.18738
710,S176737,2019-11-30 08:00:39,A,Y,GB,IN,92.44,505,0.75,Air,SC3,Y,5.08808
711,S176739,2020-04-25 16:12:52,A,Y,GB,IN,93.7,970,1.05,Air,SC2,Y,5.2162
712,S177702,2019-02-15 09:48:51,A,Y,GB,IN,90.55,1110,0.75,Air,SC3,Y,5.09421
713,S177711,2019-04-11 14:21:41,A,Y,GB,IN,89.89,125,0.75,Air,SC3,Y,5.311
714,S177718,2019-05-28 13:43:34,A,Y,GB,IN,87.77,230,0.75,Air,SC3,Y,5.23264
715,S177721,2019-06-17 08:12:37,A,Y,GB,IN,87.25,695,0.9,Ocean,SC1,Y,28.42095
716,S177733,2019-09-03 08:22:42,A,Y,GB,IN,85.66,900,0.9,Ocean,SC1,Y,18.49097
717,S177736,2019-10-13 07:21:35,A,Y,GB,IN,89.13,50,0.75,Air,SC3,Y,5.33715
718,S177737,2019-11-30 08:02:18,A,Y,GB,IN,92.45,505,0.9,Ocean,SC1,Y,28.34931
719,S177738,2020-01-18 18:26:04,A,Y,GB,IN,91.76,550,0.9,Ocean,SC1,Y,22.68102
720,S178704,2019-02-27 14:27:42,A,Y,GB,IN,94.45,196,0.9,Ocean,SC1,Y,31.02569
721,S178729,2019-08-08 10:48:46,A,Y,GB,IN,85.1557,500,0.9,Ocean,SC1,Y,19.50532
722,S178738,2020-01-18 18:30:16,A,Y,GB,IN,91.76,550,0.9,Ocean,SC1,Y,32.71019
723,S178739,2020-04-25 16:17:00,A,Y,GB,IN,93.7,1005,1.05,Air,SC2,Y,5.09051
724,S179723,2019-07-01 13:46:33,A,Y,GB,IN,86.86,250,0.75,Air,SC3,Y,5.14931
725,S179725,2019-07-13 15:56:35,A,Y,GB,IN,85.37,15,0.75,Air,SC3,Y,5.41007
726,S179738,2020-01-19 13:46:54,A,Y,GB,IN,92.44,550,0.75,Air,SC3,Y,5.01806
727,S179739,2020-04-25 16:35:03,A,Y,GB,IN,93.7,490,1.05,Air,SC2,Y,5.06157
728,S180730,2019-08-14 13:23:11,A,Y,GB,IN,85.82,505,1.05,Air,SC2,Y,5.25752
729,S180739,2020-04-26 13:50:36,A,Y,GB,IN,93.79,540,0.9,Ocean,SC1,Y,10.76806
730,S181734,2019-09-07 20:35:52,A,Y,GB,IN,87.65,1306,0.9,Ocean,SC1,Y,13.58241
731,S181736,2019-10-13 10:20:08,A,Y,GB,IN,89.86229134,1506,0.75,Air,SC3,Y,5.28056
732,S181738,2020-01-19 17:52:12,A,Y,GB,IN,91.78,219,0.9,Ocean,SC1,Y,32.44583
733,S182738,2020-01-19 23:03:44,A,Y,GB,IN,91.8,1000,0.9,Ocean,SC1,Y,24.60926
734,S183717,2019-05-20 11:43:09,A,Y,GB,IN,87.86,100,0.75,Air,SC3,Y,5.2485
735,S183724,2019-07-08 09:00:28,A,Y,GB,IN,85.8,715,0.75,Air,SC3,Y,5.23854
736,S183736,2019-10-13 11:07:39,A,Y,GB,IN,89.58887023,500,1.05,Air,SC2,Y,5.36759
737,S183738,2020-01-19 23:38:55,A,Y,GB,IN,91.8,2178.7,0.9,Ocean,SC1,Y,24.85359
738,S183739,2020-04-27 09:53:11,A,Y,GB,IN,94.35,500,1.05,Air,SC2,Y,5.2735
